,idx,travel_time_best_guess,travel_time_pessimistic,travel_time_optimistic,travel_distance_best_guess,travel_distance_pessimistic,travel_distance_optimistic
796,796.0,839.0,846.0,846.0,6.0,6.0,6.0
797,797.0,2630.0,2630.0,2630.0,25.2,25.2,25.2
798,798.0,2734.0,2731.0,2731.0,26.0,26.0,26.0
799,799.0,668.0,668.0,668.0,4.4,4.4,4.4
800,800.0,1847.0,1843.0,1843.0,12.1,12.1,12.1
801,801.0,668.0,645.0,645.0,8.9,8.9,8.9
802,802.0,1505.0,1505.0,1505.0,9.4,9.4,9.4
803,803.0,1172.0,1162.0,1162.0,10.1,10.1,10.1
804,804.0,503.0,500.0,500.0,6.8,6.8,6.8
805,805.0,1186.0,1186.0,1186.0,6.1,6.1,6.1
806,806.0,2134.0,2134.0,2134.0,10.1,10.1,10.1
807,807.0,2603.0,2603.0,2603.0,12.1,12.1,12.1
808,808.0,4671.0,4671.0,4671.0,21.5,21.5,21.5
809,809.0,190.0,178.0,178.0,1.1,1.1,1.1
810,810.0,996.0,988.0,988.0,8.7,8.7,8.7
811,811.0,442.0,436.0,436.0,4.2,4.2,4.2
812,812.0,2138.0,2131.0,2131.0,14.3,14.3,14.3
813,813.0,2145.0,2131.0,2131.0,13.1,13.1,13.1
814,814.0,858.0,856.0,856.0,10.2,10.2,10.2
815,815.0,3766.0,3769.0,3769.0,23.4,23.4,23.4
816,816.0,1452.0,1445.0,1445.0,11.3,11.3,11.3
817,817.0,188.0,188.0,188.0,1.5,1.5,1.5
818,818.0,3141.0,3141.0,3141.0,21.3,21.3,21.3
819,819.0,3335.0,3335.0,3335.0,22.5,22.5,22.5
820,820.0,5673.0,5673.0,5673.0,40.4,40.4,40.4
821,821.0,1538.0,1538.0,1538.0,10.7,10.7,10.7
822,822.0,3942.0,3942.0,3942.0,27.2,27.2,27.2
823,823.0,,,,,,
824,824.0,4006.0,4006.0,4006.0,27.7,27.7,27.7
825,825.0,4949.0,4949.0,4949.0,35.3,35.3,35.3
826,826.0,461.0,461.0,461.0,3.2,3.2,3.2
827,827.0,783.0,783.0,783.0,5.4,5.4,5.4
828,828.0,710.0,710.0,710.0,4.9,4.9,4.9
829,829.0,455.0,455.0,455.0,2.7,2.7,2.7
830,830.0,948.0,948.0,948.0,6.6,6.6,6.6
831,831.0,1397.0,,1397.0,9.2,,9.2
832,832.0,995.0,995.0,995.0,6.4,6.4,6.4
833,833.0,1061.0,1061.0,,7.1,7.1,
834,834.0,1061.0,1061.0,1061.0,7.1,7.1,7.1
835,835.0,6783.0,6783.0,6783.0,43.4,43.4,43.4
836,836.0,1413.0,1413.0,1413.0,10.3,10.3,10.3
837,837.0,7180.0,7180.0,7180.0,45.7,45.7,45.7
838,838.0,1429.0,1429.0,1429.0,10.2,10.2,10.2
839,839.0,1652.0,1652.0,1652.0,11.8,11.8,11.8
840,840.0,7770.0,7770.0,7770.0,48.0,48.0,48.0
841,841.0,3131.0,3131.0,3131.0,20.5,20.5,20.5
842,842.0,2915.0,2915.0,2915.0,19.5,19.5,19.5
843,843.0,5034.0,5034.0,5034.0,30.8,30.8,30.8
844,844.0,2265.0,2265.0,2265.0,13.5,13.5,13.5
845,845.0,3278.0,3286.0,3286.0,23.6,23.6,23.6
846,846.0,3508.0,3508.0,3508.0,23.5,23.5,23.5
847,847.0,4706.0,4706.0,4706.0,29.5,29.5,29.5
848,848.0,5137.0,5137.0,5137.0,31.8,31.8,31.8
849,849.0,,,,,,
850,850.0,3150.0,3150.0,3150.0,21.9,21.9,21.9
851,851.0,3493.0,3493.0,3493.0,24.2,24.2,24.2
852,852.0,2562.0,2562.0,2562.0,17.7,17.7,17.7
853,853.0,1569.0,1569.0,1569.0,11.1,11.1,11.1
854,854.0,4078.0,4078.0,4078.0,25.5,25.5,25.5
855,855.0,3114.0,3105.0,3105.0,24.4,24.4,24.4
856,856.0,3081.0,3072.0,3072.0,24.0,24.0,24.0
857,857.0,2911.0,2911.0,2911.0,18.7,18.7,18.7
858,858.0,1339.0,1339.0,1339.0,10.3,10.3,10.3
859,859.0,2862.0,2862.0,2862.0,19.6,19.6,19.6
860,860.0,1245.0,1245.0,1245.0,8.8,8.8,8.8
861,861.0,4530.0,4530.0,4530.0,30.1,30.1,30.1
862,862.0,3505.0,3505.0,3505.0,21.6,21.6,21.6
863,863.0,1912.0,1912.0,1912.0,12.1,12.1,12.1
864,864.0,,,,,,
865,865.0,3630.0,,3630.0,22.7,,22.7
866,866.0,2200.0,2200.0,2200.0,16.9,16.9,16.9
867,867.0,3981.0,3987.0,3987.0,25.7,25.7,25.7
868,868.0,3222.0,3230.0,3230.0,23.4,23.4,23.4
869,869.0,3565.0,3574.0,3560.0,22.8,22.8,22.8
870,870.0,5361.0,5361.0,5361.0,33.7,33.7,33.7
871,871.0,1756.0,,1756.0,11.5,,11.5
872,872.0,4276.0,4290.0,4290.0,32.7,32.7,32.7
873,873.0,3641.0,3641.0,3641.0,24.1,24.1,24.1
874,874.0,1877.0,1877.0,1877.0,12.0,12.0,12.0
875,875.0,1572.0,1572.0,1572.0,10.8,10.8,10.8
876,876.0,1772.0,1772.0,1772.0,11.5,11.5,11.5
877,877.0,1924.0,1924.0,1924.0,12.2,12.2,12.2
878,878.0,1930.0,1930.0,1930.0,12.2,12.2,12.2
879,879.0,1835.0,1835.0,1835.0,11.9,11.9,11.9
880,880.0,1515.0,1515.0,1515.0,8.5,8.5,8.5
881,881.0,827.0,827.0,827.0,4.4,4.4,4.4
882,882.0,546.0,546.0,546.0,2.9,2.9,2.9
883,883.0,702.0,702.0,702.0,3.7,3.7,3.7
884,884.0,11.0,11.0,11.0,0.3,0.3,0.3
885,885.0,,,,,,
886,886.0,31.0,31.0,31.0,0.7,0.7,0.7
887,887.0,1185.0,1185.0,1185.0,9.9,9.9,9.9
888,888.0,2900.0,2900.0,2900.0,17.8,17.8,17.8
889,889.0,1370.0,1370.0,1370.0,8.0,8.0,8.0
890,890.0,292.0,292.0,292.0,1.9,1.9,1.9
891,891.0,1597.0,1597.0,1597.0,9.9,9.9,9.9
892,892.0,,405.0,405.0,,2.6,2.6
893,893.0,9481.0,9481.0,9481.0,68.8,68.8,68.8
894,894.0,,,,,,
895,895.0,63.0,63.0,63.0,0.4,0.4,0.4
896,896.0,2919.0,2919.0,2919.0,17.9,17.9,17.9
897,897.0,9360.0,9360.0,9360.0,68.0,68.0,68.0
898,898.0,608.0,608.0,608.0,3.9,3.9,3.9
899,899.0,5503.0,5503.0,5503.0,34.9,34.9,34.9
900,900.0,1936.0,1936.0,1936.0,12.0,12.0,12.0
901,901.0,2952.0,2952.0,2952.0,18.1,18.1,18.1
902,902.0,526.0,526.0,526.0,3.2,3.2,3.2
903,903.0,7128.0,7128.0,7128.0,45.7,45.7,45.7
904,904.0,7517.0,7517.0,7517.0,48.2,48.2,48.2
905,905.0,862.0,862.0,862.0,6.7,6.7,6.7
906,906.0,6081.0,6081.0,6081.0,40.6,40.6,40.6
907,907.0,,,,,,
908,908.0,387.0,387.0,387.0,2.8,2.8,2.8
909,909.0,1025.0,1025.0,1025.0,6.2,6.2,6.2
910,910.0,6866.0,6866.0,6866.0,48.1,48.1,48.1
911,911.0,455.0,455.0,455.0,2.6,2.6,2.6
912,912.0,973.0,973.0,973.0,6.8,6.8,6.8
913,913.0,1066.0,1066.0,1066.0,7.7,7.7,7.7
914,914.0,1963.0,1963.0,1963.0,13.7,13.7,13.7
915,915.0,2131.0,2131.0,2131.0,12.3,12.3,12.3
916,916.0,2826.0,2826.0,2826.0,17.1,17.1,17.1
917,917.0,2476.0,2476.0,2476.0,14.8,14.8,14.8
918,918.0,2847.0,2847.0,2847.0,18.9,18.9,18.9
919,919.0,4583.0,4583.0,4583.0,31.4,31.4,31.4
920,920.0,1894.0,1877.0,1877.0,12.3,12.3,12.3
921,921.0,5901.0,5949.0,5949.0,61.3,61.3,61.3
922,922.0,3647.0,3677.0,3677.0,31.0,31.0,31.0
923,923.0,3822.0,3847.0,3847.0,36.5,36.5,36.5
924,924.0,4245.0,4268.0,4268.0,41.7,41.7,41.7
925,925.0,5302.0,5343.0,5343.0,55.4,55.4,55.4
926,926.0,245.0,245.0,245.0,1.4,1.4,1.4
927,927.0,4843.0,4871.0,4871.0,41.3,41.3,41.3
928,928.0,5897.0,5957.0,5937.0,63.2,63.2,63.2
929,929.0,932.0,932.0,932.0,6.5,6.5,6.5
930,930.0,5190.0,5190.0,5190.0,32.8,32.8,32.8
931,931.0,5730.0,5730.0,5730.0,37.2,37.2,37.2
932,932.0,6228.0,6228.0,6228.0,42.1,42.1,42.1
933,933.0,8407.0,8407.0,8407.0,54.9,54.9,54.9
934,934.0,6254.0,6254.0,6254.0,42.4,42.4,42.4
935,935.0,,,,,,
936,936.0,,,,,,
937,937.0,,,,,,
938,938.0,,,,,,
939,939.0,,,,,,
940,940.0,,,,,,
941,941.0,5008.0,5008.0,5008.0,30.5,30.5,30.5
942,942.0,2533.0,2533.0,2533.0,15.9,15.9,15.9
943,943.0,715.0,715.0,715.0,4.4,4.4,4.4
944,944.0,2827.0,2827.0,2827.0,17.9,17.9,17.9
945,945.0,1967.0,1977.0,1977.0,16.7,16.7,16.7
946,946.0,332.0,332.0,332.0,1.7,1.7,1.7
947,947.0,,1401.0,1401.0,,13.8,13.8
948,948.0,1948.0,1951.0,1951.0,14.9,14.9,14.9
949,949.0,4226.0,4280.0,4285.0,40.0,40.0,40.0
950,950.0,3914.0,3969.0,3973.0,38.3,38.3,38.3
951,951.0,2355.0,2365.0,2365.0,17.2,17.2,17.2
952,952.0,2239.0,2257.0,2257.0,18.2,18.2,18.2
953,953.0,1338.0,1341.0,1341.0,9.3,9.3,9.3
954,954.0,1230.0,1231.0,1231.0,9.0,9.0,9.0
955,955.0,3125.0,3142.0,3140.0,31.5,31.5,31.5
956,956.0,713.0,713.0,713.0,3.9,3.9,3.9
957,957.0,248.0,248.0,248.0,1.3,1.3,1.3
958,958.0,4440.0,4507.0,4511.0,45.9,45.9,45.9
959,959.0,3949.0,3973.0,3973.0,27.3,27.3,27.3
960,960.0,3376.0,3397.0,3397.0,23.1,23.1,23.1
961,961.0,4200.0,4224.0,4224.0,30.8,30.8,30.8
962,962.0,1263.0,1263.0,1263.0,7.4,7.4,7.4
963,963.0,1277.0,1277.0,1277.0,8.2,8.2,8.2
964,964.0,2767.0,2767.0,2767.0,18.9,18.9,18.9
965,965.0,2609.0,2609.0,2609.0,18.1,18.1,18.1
966,966.0,1213.0,1213.0,1213.0,7.9,7.9,7.9
967,967.0,78.0,78.0,78.0,0.4,0.4,0.4
968,968.0,1009.0,1009.0,1009.0,8.4,8.4,8.4
969,969.0,1114.0,1114.0,1114.0,9.7,9.7,9.7
970,970.0,1543.0,1543.0,1543.0,11.4,11.4,11.4
971,971.0,643.0,643.0,643.0,5.3,5.3,5.3
972,972.0,187.0,187.0,187.0,0.6,0.6,0.6
973,973.0,363.0,363.0,363.0,1.6,1.6,1.6
974,974.0,911.0,911.0,911.0,5.5,5.5,5.5
975,975.0,6578.0,6578.0,6578.0,40.1,40.1,40.1
976,976.0,6569.0,6569.0,6569.0,40.1,40.1,40.1
977,977.0,7800.0,7800.0,7800.0,47.6,47.6,47.6
978,978.0,5471.0,5471.0,5471.0,32.3,32.3,32.3
979,979.0,732.0,732.0,732.0,5.1,5.1,5.1
980,980.0,637.0,637.0,637.0,4.2,4.2,4.2
981,981.0,1294.0,1294.0,1294.0,10.1,10.1,10.1
982,982.0,1874.0,1874.0,1874.0,12.4,12.4,12.4
983,983.0,670.0,670.0,670.0,4.9,4.9,4.9
984,984.0,2547.0,2547.0,2547.0,18.1,18.1,18.1
985,985.0,1704.0,1704.0,1704.0,11.9,11.9,11.9
986,986.0,820.0,820.0,820.0,5.4,5.4,5.4
987,987.0,873.0,873.0,873.0,5.0,5.0,5.0
988,988.0,244.0,244.0,244.0,1.4,1.4,1.4
989,989.0,2682.0,2682.0,2682.0,14.7,14.7,14.7
990,990.0,1496.0,1496.0,1496.0,9.1,9.1,9.1
991,991.0,2846.0,2846.0,2846.0,15.5,15.5,15.5
992,992.0,2046.0,2046.0,2046.0,14.0,14.0,14.0
993,993.0,236.0,236.0,236.0,1.7,1.7,1.7
994,994.0,1023.0,1023.0,1023.0,6.9,6.9,6.9
995,995.0,,232.0,,,1.5,
996,996.0,934.0,934.0,934.0,5.9,5.9,5.9
997,997.0,934.0,934.0,934.0,5.9,5.9,5.9
998,998.0,695.0,695.0,695.0,5.0,5.0,5.0
999,999.0,301.0,301.0,301.0,2.2,2.2,2.2
1000,1000.0,890.0,890.0,890.0,6.5,6.5,6.5
1001,1001.0,1108.0,1108.0,1108.0,8.7,8.7,8.7
1002,1002.0,2363.0,2363.0,2363.0,18.5,18.5,18.5
1003,1003.0,,,,,,
1004,1004.0,946.0,946.0,946.0,10.0,10.0,10.0
1005,1005.0,1728.0,1728.0,1728.0,15.8,15.8,15.8
1006,1006.0,1227.0,1197.0,1197.0,13.3,13.3,13.3
1007,1007.0,2226.0,,2192.0,31.1,,31.1
1008,1008.0,,,,,,
1009,1009.0,1900.0,1856.0,1856.0,24.9,24.9,24.9
1010,1010.0,338.0,338.0,338.0,2.9,2.9,2.9
1011,1011.0,173.0,173.0,173.0,1.5,1.5,1.5
1012,1012.0,0.0,0.0,0.0,3.0,3.0,3.0
1013,1013.0,,,,,,
1014,1014.0,665.0,665.0,665.0,5.5,5.5,5.5
1015,1015.0,2108.0,2108.0,2108.0,16.4,16.4,16.4
1016,1016.0,1411.0,1388.0,1388.0,16.1,16.1,16.1
1017,1017.0,2002.0,2002.0,2002.0,15.3,15.3,15.3
1018,1018.0,533.0,533.0,533.0,4.3,4.3,4.3
1019,1019.0,,,,,,
1020,1020.0,,,,,,
1021,1021.0,,,,,,
1022,1022.0,,,,,,
1023,1023.0,,,,,,
1024,1024.0,,,,,,
1025,1025.0,,,,,,
1026,1026.0,,,,,,
1027,1027.0,,,,,,
1028,1028.0,,,,,,
1029,1029.0,,,,,,
1030,1030.0,,,,,,
1031,1031.0,,,,,,
1032,1032.0,,,,,,
1033,1033.0,,,,,,
1034,1034.0,,,,,,
1035,1035.0,,,,,,
1036,1036.0,,,,,,
1037,1037.0,,,,,,
1038,1038.0,,,,,,
1039,1039.0,,,,,,
1040,1040.0,,,,,,
1041,1041.0,,,,,,
1042,1042.0,452.0,452.0,452.0,4.5,4.5,4.5
1043,1043.0,2209.0,2209.0,2209.0,16.6,16.6,16.6
1044,1044.0,1997.0,1997.0,1997.0,15.5,15.5,15.5
1045,1045.0,211.0,211.0,211.0,2.4,2.4,2.4
1046,1046.0,,,,,,
1047,1047.0,,,,,,
1048,1048.0,,,,,,
1049,1049.0,13714.0,13878.0,13736.0,156.0,156.0,156.0
1050,1050.0,763.0,763.0,763.0,5.1,5.1,5.1
1051,1051.0,433.0,433.0,433.0,2.9,2.9,2.9
1052,1052.0,2283.0,2283.0,2283.0,16.1,16.1,16.1
1053,1053.0,2243.0,2243.0,2243.0,15.4,15.4,15.4
1054,1054.0,3111.0,3111.0,3111.0,22.9,22.9,22.9
1055,1055.0,4631.0,4631.0,4631.0,33.6,33.6,33.6
1056,1056.0,1326.0,1326.0,1326.0,8.0,8.0,8.0
1057,1057.0,1295.0,1295.0,1295.0,7.8,7.8,7.8
1058,1058.0,1895.0,1895.0,1895.0,13.2,13.2,13.2
1059,1059.0,2613.0,2613.0,2613.0,18.6,18.6,18.6
1060,1060.0,496.0,496.0,496.0,3.1,3.1,3.1
1061,1061.0,1188.0,1188.0,1188.0,8.0,8.0,8.0
1062,1062.0,2278.0,2278.0,2278.0,13.8,13.8,13.8
1063,1063.0,1532.0,1532.0,1532.0,8.9,8.9,8.9
1064,1064.0,1366.0,1366.0,1366.0,8.6,8.6,8.6
1065,1065.0,1828.0,1828.0,1828.0,10.8,10.8,10.8
1066,1066.0,2324.0,2324.0,2324.0,13.9,13.9,13.9
1067,1067.0,463.0,463.0,463.0,2.8,2.8,2.8
1068,1068.0,1389.0,1404.0,1397.0,12.2,12.2,12.2
1069,1069.0,3772.0,3796.0,3785.0,29.2,29.2,29.2
1070,1070.0,3063.0,3063.0,3063.0,19.1,19.1,19.1
1071,1071.0,1739.0,1739.0,1739.0,12.3,12.3,12.3
1072,1072.0,3718.0,3718.0,3717.0,23.3,23.3,23.3
1073,1073.0,3338.0,3338.0,3338.0,24.5,24.5,24.5
1074,1074.0,2299.0,2293.0,2291.0,15.4,15.4,15.4
1075,1075.0,2432.0,2431.0,2428.0,16.2,16.2,16.2
1076,1076.0,982.0,982.0,982.0,7.6,7.6,7.6
1077,1077.0,5291.0,5291.0,,39.4,39.4,
1078,1078.0,3317.0,3317.0,3317.0,25.4,25.4,25.4
1079,1079.0,2425.0,2425.0,2425.0,18.7,18.7,18.7
1080,1080.0,1973.0,1973.0,1973.0,14.7,14.7,14.7
1081,1081.0,2432.0,2431.0,2428.0,16.2,16.2,16.2
1082,1082.0,5029.0,5029.0,5028.0,32.4,32.4,32.4
1083,1083.0,3151.0,3152.0,3150.0,20.1,20.1,20.1
1084,1084.0,4641.0,4641.0,4640.0,30.4,30.4,30.4
1085,1085.0,3068.0,3073.0,3070.0,19.9,19.9,19.9
1086,1086.0,4803.0,4804.0,4802.0,31.1,31.1,31.1
1087,1087.0,4583.0,4583.0,4583.0,26.5,26.5,26.5
1088,1088.0,3783.0,3783.0,3783.0,23.0,23.0,23.0
1089,1089.0,1577.0,1577.0,1577.0,11.4,11.4,11.4
1090,1090.0,2371.0,2369.0,2366.0,15.5,15.5,15.5
1091,1091.0,4356.0,4357.0,4355.0,28.8,28.8,28.8
1092,1092.0,4573.0,4670.0,4658.0,49.3,49.3,49.3
1093,1093.0,2063.0,2063.0,2063.0,12.8,12.8,12.8
1094,1094.0,43.0,43.0,43.0,0.4,0.4,0.4
1095,1095.0,2544.0,2544.0,2544.0,19.5,19.5,19.5
1096,1096.0,4081.0,4081.0,4081.0,29.9,29.9,29.9
1097,1097.0,3021.0,3021.0,3021.0,18.8,18.8,18.8
1098,1098.0,1279.0,1279.0,1279.0,9.3,9.3,9.3
1099,1099.0,1514.0,1532.0,1525.0,12.8,12.8,12.8
1100,1100.0,732.0,732.0,732.0,4.3,4.3,4.3
1101,1101.0,496.0,481.0,481.0,2.9,2.9,2.9
1102,1102.0,1340.0,1340.0,1333.0,10.4,10.4,10.4
1103,1103.0,3100.0,3100.0,3100.0,19.3,19.3,19.3
1104,1104.0,1452.0,1455.0,1448.0,11.3,11.3,11.3
1105,1105.0,1439.0,1428.0,1428.0,9.0,9.0,9.0
1106,1106.0,2376.0,2388.0,2374.0,19.2,19.2,19.2
1107,1107.0,11186.0,11278.0,11280.0,99.7,99.7,99.7
1108,1108.0,2748.0,2748.0,2748.0,18.1,18.1,18.1
1109,1109.0,1818.0,1794.0,1791.0,10.5,10.5,10.5
1110,1110.0,,1237.0,1229.0,,10.3,10.3
1111,1111.0,4299.0,4299.0,4299.0,32.4,32.4,32.4
1112,1112.0,927.0,927.0,927.0,7.6,7.6,7.6
1113,1113.0,2099.0,2099.0,2099.0,15.2,15.2,15.2
1114,1114.0,666.0,666.0,666.0,4.0,4.0,4.0
1115,1115.0,1160.0,1165.0,1165.0,7.1,7.1,7.1
1116,1116.0,3722.0,3722.0,3722.0,28.3,28.3,28.3
1117,1117.0,2116.0,2116.0,2116.0,16.5,16.5,16.5
1118,1118.0,2630.0,2634.0,2631.0,17.0,17.0,17.0
1119,1119.0,1348.0,1348.0,1348.0,9.2,9.2,9.2
1120,1120.0,3164.0,3164.0,3164.0,23.4,23.4,23.4
1121,1121.0,326.0,326.0,326.0,2.2,2.2,2.2
1122,1122.0,478.0,478.0,478.0,2.8,2.8,2.8
1123,1123.0,486.0,486.0,486.0,3.0,3.0,3.0
1124,1124.0,469.0,469.0,469.0,2.9,2.9,2.9
1125,1125.0,469.0,469.0,469.0,2.9,2.9,2.9
1126,1126.0,469.0,469.0,469.0,2.9,2.9,2.9
1127,1127.0,453.0,453.0,453.0,2.9,2.9,2.9
1128,1128.0,503.0,503.0,503.0,2.9,2.9,2.9
1129,1129.0,419.0,419.0,419.0,2.6,2.6,2.6
1130,1130.0,622.0,622.0,622.0,4.4,4.4,4.4
1131,1131.0,2126.0,2126.0,2126.0,16.4,16.4,16.4
1132,1132.0,569.0,569.0,569.0,6.5,6.5,6.5
1133,1133.0,501.0,501.0,501.0,5.6,5.6,5.6
1134,1134.0,1075.0,1075.0,1075.0,8.0,8.0,8.0
1135,1135.0,910.0,910.0,910.0,6.9,6.9,6.9
1136,1136.0,1272.0,1272.0,1272.0,11.0,11.0,11.0
1137,1137.0,693.0,693.0,693.0,5.5,5.5,5.5
1138,1138.0,1319.0,1319.0,1319.0,11.5,11.5,11.5
1139,1139.0,1022.0,1022.0,1022.0,8.6,8.6,8.6
1140,1140.0,297.0,297.0,297.0,2.5,2.5,2.5
1141,1141.0,1053.0,1053.0,1053.0,7.9,7.9,7.9
1142,1142.0,447.0,447.0,447.0,2.8,2.8,2.8
1143,1143.0,2979.0,2979.0,2979.0,27.1,27.1,27.1
1144,1144.0,1989.0,1989.0,1989.0,12.8,12.8,12.8
1145,1145.0,2471.0,2471.0,2471.0,17.9,17.9,17.9
1146,1146.0,2776.0,2776.0,2776.0,18.2,18.2,18.2
1147,1147.0,,1520.0,1520.0,,9.7,9.7
1148,1148.0,2691.0,2691.0,2691.0,19.1,19.1,19.1
1149,1149.0,3000.0,3000.0,3000.0,19.8,19.8,19.8
1150,1150.0,2016.0,2016.0,2016.0,13.1,13.1,13.1
1151,1151.0,1160.0,1160.0,1160.0,7.1,7.1,7.1
1152,1152.0,0.0,0.0,0.0,1.0,1.0,1.0
1153,1153.0,2171.0,,2171.0,14.5,,14.5
1154,1154.0,959.0,959.0,959.0,6.3,6.3,6.3
1155,1155.0,2445.0,2445.0,2445.0,15.9,15.9,15.9
1156,1156.0,2166.0,2166.0,2166.0,14.5,14.5,14.5
1157,1157.0,,,,,,
1158,1158.0,192.0,192.0,192.0,1.3,1.3,1.3
1159,1159.0,1917.0,1917.0,1917.0,12.1,12.1,12.1
1160,1160.0,,,,,,
1161,1161.0,0.0,0.0,0.0,1.0,1.0,1.0
1162,1162.0,192.0,192.0,192.0,1.3,1.3,1.3
1163,1163.0,0.0,0.0,0.0,1.0,1.0,1.0
1164,1164.0,,,,,,
1165,1165.0,,,,,,
1166,1166.0,,,,,,
1167,1167.0,,,,,,
1168,1168.0,,,,,,
1169,1169.0,,,,,,
1170,1170.0,,,,,,
1171,1171.0,4599.0,4599.0,4599.0,33.3,33.3,33.3
1172,1172.0,1410.0,1410.0,1410.0,9.9,9.9,9.9
1173,1173.0,1251.0,1251.0,1251.0,9.2,9.2,9.2
1174,1174.0,2795.0,2795.0,2795.0,18.0,18.0,18.0
1175,1175.0,2223.0,2223.0,2223.0,15.6,15.6,15.6
1176,1176.0,3943.0,3943.0,,27.6,27.6,
1177,1177.0,1818.0,1818.0,1818.0,13.4,13.4,13.4
1178,1178.0,874.0,874.0,874.0,6.6,6.6,6.6
1179,1179.0,63.0,63.0,63.0,0.6,0.6,0.6
1180,1180.0,4919.0,4919.0,4919.0,35.7,35.7,35.7
1181,1181.0,3827.0,3827.0,3827.0,30.0,30.0,30.0
1182,1182.0,810.0,810.0,810.0,6.2,6.2,6.2
1183,1183.0,4919.0,4919.0,4919.0,35.7,35.7,35.7
1184,1184.0,1410.0,1410.0,1410.0,9.9,9.9,9.9
1185,1185.0,4597.0,4597.0,4597.0,33.3,33.3,33.3
1186,1186.0,1841.0,1841.0,1841.0,13.6,13.6,13.6
1187,1187.0,1477.0,1477.0,1477.0,9.5,9.5,9.5
1188,1188.0,2694.0,2694.0,2694.0,16.4,16.4,16.4
1189,1189.0,961.0,961.0,961.0,5.9,5.9,5.9
1190,1190.0,2569.0,2569.0,2569.0,15.6,15.6,15.6
1191,1191.0,,,,,,
